extracurricularactivities,skills,location,yearofstudy,subjects,gpa,languages,clubmemberships,interestarea,gender
Coding Club,"Public Speaking, Data Analysis, Problem Solving",Bihar,Sophomore,Psychology,7.46,"Chinese, German, Spanish","Coding Club, Art Club",Mathematics,Male
Coding Club,"Data Analysis, Leadership, Problem Solving",Chhattisgarh,Junior,Psychology,6.9,Japanese,"Coding Club, Art Club, Music Club",History,Male
Music Club,Leadership,Goa,Junior,Psychology,7.92,"German, Japanese","Coding Club, Sports Team, Volunteer Group",Mathematics,Female
Sports Team,"Data Analysis, Leadership, Programming, Artistic",Gujarat,Sophomore,Biology,5.94,"English, German, Japanese",Debate Club,History,Female
Volunteer Group,"Programming, Public Speaking",Haryana,Junior,Physics,7.56,"Spanish, English",Debate Club,Computer science,Female
Volunteer Group,"Artistic, Data Analysis, Public Speaking, Leadership",Himachal Pradesh,Junior,Mathematics,6.84,"Chinese, Spanish","Music Club, Art Club, Debate Club, Sports Team, Coding Club",Biology,Female
Art Club,"Problem Solving, Artistic, Leadership",Jharkhand,Junior,Biology,4.3,"Spanish, French, Japanese, Chinese, English",Sports Team,History,Female
Coding Club,"Data Analysis, Problem Solving, Artistic, Programming, Public Speaking",Karnataka,Sophomore,Computer Science,7.14,"Spanish, Japanese, German, Chinese, English","Volunteer Group, Sports Team, Music Club, Debate Club, Coding Club, Art Club",Computer science,Female
Coding Club,"Artistic, Problem Solving, Data Analysis, Programming, Leadership",Kerala,Freshman,Computer Science,5.42,"Japanese, Chinese","Art Club, Music Club",Computer science,Female
Sports Team,"Public Speaking, Artistic",Madhya Pradesh,Senior,History,7.1,"English, Japanese, Spanish, French","Music Club, Coding Club",Mathematics,Male
Coding Club,"Artistic, Programming, Leadership",Maharashtra,Graduate,Physics,7.14,"French, Spanish, English, German, Japanese, Chinese","Coding Club, Debate Club, Volunteer Group, Sports Team, Art Club",Mathematics,Male
Volunteer Group,"Data Analysis, Public Speaking, Artistic",Manipur,Graduate,Computer Science,5.58,"English, Japanese","Music Club, Coding Club, Sports Team, Volunteer Group",Computer science,Male
Sports Team,"Leadership, Artistic, Problem Solving, Programming, Data Analysis, Public Speaking",Meghalaya,Graduate,Biology,4.58,"German, Spanish, French, English","Debate Club, Sports Team, Music Club, Coding Club, Volunteer Group, Art Club",History,Male
Volunteer Group,Data Analysis,Mizoram,Graduate,Computer Science,4.24,"Spanish, Japanese, German, French, English, Chinese","Sports Team, Debate Club, Music Club, Coding Club, Art Club",History,Male
Debate Club,"Artistic, Leadership, Data Analysis, Programming, Public Speaking",Nagaland,Sophomore,Physics,7.14,"Japanese, French, English","Music Club, Coding Club",Mathematics,Male
Sports Team,"Data Analysis, Leadership, Artistic",Odisha,Senior,Computer Science,4.1,"Japanese, Spanish","Volunteer Group, Sports Team, Coding Club, Music Club, Debate Club, Art Club",History,Male
Debate Club,"Data Analysis, Problem Solving",Punjab,Senior,Biology,5.04,Chinese,"Coding Club, Music Club, Volunteer Group, Art Club, Debate Club, Sports Team",Biology,Female
Music Club,"Leadership, Programming",Rajasthan,Senior,History,4.08,"Chinese, Spanish, German, Japanese, English",Debate Club,Biology,Female
Debate Club,"Problem Solving, Programming",Sikkim,Freshman,Psychology,4.16,"Japanese, German, French","Music Club, Volunteer Group, Sports Team, Art Club, Coding Club, Debate Club",History,Male
Sports Team,Problem Solving,Tamil Nadu,Freshman,Computer Science,5.54,"Spanish, Chinese","Sports Team, Volunteer Group, Art Club, Coding Club",History,Male
Sports Team,"Problem Solving, Public Speaking, Artistic, Data Analysis",Telangana,Freshman,Physics,7.64,"English, Japanese, French, Spanish, German, Chinese","Sports Team, Coding Club, Debate Club, Volunteer Group, Art Club, Music Club",Computer science,Female
Coding Club,Problem Solving,Tripura,Graduate,Physics,5.88,"English, German","Art Club, Debate Club, Coding Club, Volunteer Group, Sports Team, Music Club",Computer science,Male
Debate Club,"Leadership, Problem Solving, Artistic, Public Speaking, Data Analysis",Uttar Pradesh,Sophomore,Psychology,6.06,"Spanish, English, French, Japanese, Chinese","Volunteer Group, Art Club, Sports Team, Music Club, Debate Club",Mathematics,Male
Debate Club,Leadership,Uttarakhand,Junior,Mathematics,4.68,"English, Spanish, Japanese, French, German","Art Club, Sports Team, Music Club, Coding Club, Debate Club, Volunteer Group",Biology,Female
Sports Team,"Data Analysis, Programming, Leadership",West Bengal,Freshman,Physics,7.82,German,"Sports Team, Debate Club, Volunteer Group, Coding Club, Music Club, Art Club",Computer science,Male
Volunteer Group,"Artistic, Problem Solving, Programming",Andhra Pradesh,Freshman,Mathematics,7.92,"English, Spanish, German, Japanese, Chinese","Art Club, Volunteer Group, Music Club",Computer science,Female
Coding Club,"Artistic, Programming, Public Speaking",Arunachal Pradesh,Senior,Biology,6.08,"Spanish, English, Chinese, French, Japanese",Volunteer Group,Computer science,Male
Music Club,Problem Solving,Assam,Graduate,Biology,6.64,"Chinese, English, German, French, Spanish, Japanese","Volunteer Group, Debate Club, Coding Club, Music Club, Art Club",Computer science,Female
Volunteer Group,"Leadership, Artistic, Data Analysis",Andaman & Nicobar Islands,Freshman,History,5.94,"Japanese, French, English",Art Club,History,Female
Music Club,Artistic,Chandigarh,Sophomore,Biology,4.66,"Spanish, French, Chinese","Volunteer Group, Sports Team, Coding Club, Music Club, Debate Club, Art Club",History,Female
Sports Team,"Leadership, Programming, Artistic, Data Analysis",Dadra & Nagar Haveli and Daman & Diu,Senior,Mathematics,6.46,"English, French, German, Spanish, Japanese","Volunteer Group, Debate Club",Computer science,Male
Debate Club,"Public Speaking, Data Analysis, Programming, Problem Solving, Artistic",Delhi,Freshman,History,4.42,"Japanese, English, Chinese, Spanish","Debate Club, Coding Club, Sports Team, Art Club, Music Club, Volunteer Group",History,Female
Sports Team,"Leadership, Artistic, Data Analysis",Jammu & Kashmir,Junior,Physics,5.46,"Japanese, French, English, Chinese, Spanish, German","Art Club, Debate Club, Sports Team, Music Club, Volunteer Group, Coding Club",Biology,Male
Debate Club,"Programming, Public Speaking",Ladakh,Freshman,Computer Science,6.76,"French, German, Japanese, English, Chinese, Spanish","Art Club, Coding Club",History,Male
Sports Team,"Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic, Programming",Lakshadweep,Sophomore,Mathematics,5.48,"Spanish, French, Japanese","Art Club, Music Club, Coding Club",Biology,Male
Debate Club,"Problem Solving, Artistic",Puducherry,Graduate,Biology,5.58,"French, Chinese, Spanish","Art Club, Music Club",Mathematics,Male
Sports Team,"Leadership, Programming",Bihar,Senior,Mathematics,4.66,"German, French, Japanese, English, Spanish, Chinese","Coding Club, Art Club, Music Club",History,Female
Sports Team,"Programming, Public Speaking, Problem Solving, Leadership",Chhattisgarh,Freshman,Biology,5.4,"French, English, Spanish",Music Club,History,Female
Art Club,"Data Analysis, Public Speaking, Leadership, Problem Solving",Goa,Sophomore,History,4.22,"Spanish, French","Art Club, Debate Club",History,Male
Art Club,"Artistic, Leadership, Problem Solving, Data Analysis, Programming, Public Speaking",Gujarat,Senior,Biology,4.44,"Japanese, English, French","Art Club, Music Club",Biology,Male
Sports Team,"Data Analysis, Leadership, Public Speaking",Haryana,Junior,Psychology,7.42,"German, Spanish","Music Club, Art Club, Debate Club",Computer science,Female
Sports Team,"Leadership, Problem Solving, Public Speaking, Programming, Artistic, Data Analysis",Himachal Pradesh,Sophomore,Physics,6.4,"French, Japanese, Chinese, Spanish, German","Sports Team, Debate Club, Volunteer Group, Coding Club, Art Club",Computer science,Male
Sports Team,"Leadership, Data Analysis, Programming, Artistic",Jharkhand,Graduate,Computer Science,6.44,German,Music Club,Mathematics,Female
Sports Team,"Data Analysis, Programming, Problem Solving, Artistic, Leadership, Public Speaking",Karnataka,Graduate,Psychology,5.22,"Chinese, Spanish, German, French, English",Art Club,Mathematics,Male
Art Club,"Artistic, Data Analysis",Kerala,Sophomore,Computer Science,7.78,"Spanish, German","Art Club, Music Club, Sports Team, Debate Club, Coding Club",Mathematics,Male
Volunteer Group,"Public Speaking, Programming",Madhya Pradesh,Junior,Biology,4.96,"Spanish, Japanese, Chinese, German, French, English","Sports Team, Volunteer Group, Art Club, Music Club, Debate Club",History,Female
Sports Team,"Artistic, Programming",Maharashtra,Senior,Mathematics,4.46,French,"Art Club, Sports Team, Coding Club",History,Male
Coding Club,"Programming, Artistic, Data Analysis, Problem Solving, Public Speaking",Manipur,Junior,Biology,4.86,"Spanish, Chinese, Japanese, English, German","Music Club, Sports Team, Art Club, Debate Club",History,Female
Art Club,Leadership,Meghalaya,Senior,Biology,6.62,"German, English, Japanese, Chinese, Spanish","Coding Club, Volunteer Group, Music Club, Debate Club",Biology,Male
Music Club,"Artistic, Problem Solving",Mizoram,Sophomore,Computer Science,7.62,"Japanese, German, English, Chinese",Debate Club,Computer science,Male
Art Club,"Leadership, Programming, Public Speaking, Artistic, Data Analysis",Nagaland,Freshman,History,4.52,"German, Chinese, English, French, Spanish","Art Club, Sports Team, Debate Club, Coding Club, Music Club, Volunteer Group",Biology,Male
Coding Club,"Data Analysis, Artistic",Odisha,Sophomore,Mathematics,5.72,"Chinese, Spanish, Japanese, French, English, German",Coding Club,History,Female
Music Club,"Problem Solving, Programming, Public Speaking, Data Analysis, Leadership, Artistic",Punjab,Graduate,Mathematics,6.4,Japanese,"Music Club, Volunteer Group, Coding Club, Art Club, Debate Club, Sports Team",History,Male
Sports Team,"Leadership, Data Analysis, Programming, Public Speaking, Artistic",Rajasthan,Sophomore,Biology,5.06,"Chinese, French, English, Spanish, Japanese, German","Art Club, Debate Club",Biology,Male
Debate Club,"Data Analysis, Public Speaking, Problem Solving, Programming, Artistic, Leadership",Sikkim,Senior,Biology,5.12,"German, French, Chinese","Volunteer Group, Sports Team",Biology,Male
Volunteer Group,"Problem Solving, Public Speaking",Tamil Nadu,Senior,Psychology,7.24,"English, Japanese","Volunteer Group, Sports Team, Music Club, Art Club, Debate Club, Coding Club",Mathematics,Male
Volunteer Group,"Data Analysis, Public Speaking, Artistic, Leadership",Telangana,Freshman,Mathematics,7.16,Spanish,Sports Team,Mathematics,Female
Volunteer Group,"Data Analysis, Problem Solving, Artistic",Tripura,Sophomore,Physics,6.16,"Chinese, English, French, German, Spanish","Coding Club, Debate Club",Biology,Female
Art Club,"Artistic, Data Analysis, Programming, Problem Solving, Leadership, Public Speaking",Uttar Pradesh,Sophomore,Biology,4.82,"English, French","Music Club, Coding Club, Art Club, Sports Team, Volunteer Group, Debate Club",History,Male
Sports Team,"Data Analysis, Leadership, Artistic, Programming, Public Speaking",Uttarakhand,Junior,Psychology,5.3,"German, French, Chinese, Spanish","Music Club, Art Club, Sports Team, Volunteer Group, Coding Club, Debate Club",Computer science,Female
Music Club,"Artistic, Leadership, Problem Solving, Public Speaking, Data Analysis, Programming",West Bengal,Graduate,History,4.68,Japanese,"Coding Club, Sports Team",Biology,Male
Coding Club,"Leadership, Data Analysis, Artistic",Andhra Pradesh,Sophomore,Psychology,4.24,"Spanish, English, French","Volunteer Group, Debate Club, Art Club",Biology,Male
Music Club,"Public Speaking, Problem Solving, Data Analysis",Arunachal Pradesh,Junior,Physics,7.04,"German, Chinese, French, Japanese","Music Club, Volunteer Group, Coding Club",Computer science,Male
Sports Team,"Public Speaking, Programming",Assam,Graduate,Biology,5.1,"German, Japanese, Spanish, French, Chinese, English",Sports Team,Mathematics,Female
Sports Team,"Public Speaking, Leadership, Programming, Artistic",Andaman & Nicobar Islands,Graduate,Computer Science,4.5,"Spanish, German, English","Volunteer Group, Music Club, Art Club",History,Female
Volunteer Group,"Public Speaking, Leadership, Problem Solving, Artistic, Programming",Chandigarh,Sophomore,History,4.94,"Chinese, German","Volunteer Group, Art Club",Biology,Female
Coding Club,"Artistic, Programming",Dadra & Nagar Haveli and Daman & Diu,Senior,Physics,5.42,"French, German, Japanese, English, Spanish",Coding Club,Biology,Female
Volunteer Group,"Problem Solving, Leadership",Delhi,Freshman,Mathematics,7.06,"English, Spanish, Japanese","Music Club, Coding Club, Sports Team, Debate Club, Art Club, Volunteer Group",Mathematics,Female
Music Club,Leadership,Jammu & Kashmir,Junior,History,5.96,"Chinese, French, German","Coding Club, Art Club, Volunteer Group, Music Club, Debate Club, Sports Team",Computer science,Female
Volunteer Group,"Problem Solving, Public Speaking, Programming, Leadership, Data Analysis",Ladakh,Senior,Psychology,5.58,"English, Japanese, French, German, Chinese, Spanish","Volunteer Group, Art Club, Debate Club",Mathematics,Female
Coding Club,"Problem Solving, Public Speaking, Programming, Data Analysis, Artistic",Lakshadweep,Graduate,Biology,6.4,"French, Japanese, English, Spanish, German, Chinese","Debate Club, Volunteer Group, Coding Club, Music Club, Art Club, Sports Team",Mathematics,Female
Sports Team,"Leadership, Public Speaking, Programming",Puducherry,Freshman,Mathematics,7.1,Chinese,"Art Club, Coding Club, Sports Team, Music Club, Volunteer Group",Mathematics,Female
Sports Team,"Leadership, Programming, Data Analysis, Artistic, Problem Solving",Bihar,Freshman,Psychology,5.2,"Spanish, Chinese, English, German, French",Art Club,Computer science,Male
Debate Club,"Data Analysis, Leadership, Public Speaking, Problem Solving, Programming, Artistic",Chhattisgarh,Senior,Psychology,5.32,"English, Chinese, German","Music Club, Volunteer Group, Debate Club, Art Club, Coding Club",Biology,Female
Coding Club,"Leadership, Programming, Artistic, Data Analysis, Problem Solving",Goa,Junior,Mathematics,5.12,"German, English, Chinese, Japanese, French, Spanish","Art Club, Coding Club, Sports Team, Volunteer Group",Biology,Female
Volunteer Group,"Public Speaking, Problem Solving",Gujarat,Senior,Mathematics,7.22,Chinese,"Music Club, Sports Team, Debate Club, Art Club",Mathematics,Female
Coding Club,Programming,Haryana,Junior,Computer Science,6.02,"German, Chinese, English","Sports Team, Volunteer Group, Art Club, Debate Club, Coding Club, Music Club",Mathematics,Female
Art Club,"Leadership, Data Analysis, Artistic, Problem Solving",Himachal Pradesh,Freshman,Mathematics,5.94,"Spanish, German","Music Club, Volunteer Group",Mathematics,Female
Sports Team,"Problem Solving, Data Analysis, Public Speaking, Programming",Jharkhand,Senior,Psychology,5.2,"Spanish, Chinese, English, Japanese, French","Sports Team, Art Club, Debate Club, Music Club",Biology,Female
Sports Team,"Programming, Problem Solving",Karnataka,Sophomore,Mathematics,6.74,"Japanese, English","Music Club, Volunteer Group",Mathematics,Female
